Name,Date,Is Weekend?,Unique,Male,Female,Final Count,Keywords,Genre,Attending,Interested,Declined,Maybe,Post Consumptions,Post Impressions,Post Impressions Paid,Post Impressions Paid Unique,Post Engaged Fan,Post Engaged Users,Post Negative Feedback,Post Stories,Post Storytellers,Page Post Engagements,Page Posts Impressions,Post Interests Impressions,Post Interests Consumptions,Page Story Adds,Post Reactions Like Total,Post Reactions Wow Total,Post Reactions Love Total,Post Reactions Haha Total,Post Reactions Sorry Total,Post Reactions Anger Total,Post Video Views,Description,EVALUATION?
Tiny Terrible Things Revue,"9/6/2017, 10:00:00 PM",0,39,0,0,39,,rock,28,60,0,60,0,0,0,0,0,2,0,3,2,,,,,,0,0,0,0,0,0,0,Aug. 15 10pm ›‹ $5 21+  Tiny Terrible Things sounds something like a time machine in your garage or DIY punks with vintage tastes.   TTT is a music collective started by 6 pals. The group has four bands between them  helps other bands do recording  and spends a lot of time on porches drinking cheap beer and smoking cigarettes.  ft: Michael Wissig  Ben Latimer  Jay Higginson  Sean Ferguson  Cameron Holloway  Derek Hurt  and Elysia Smith  Check it out: https://tinyterriblethings.bandcamp.com/,
Sleeping Bag // Sad Baxter // Peter & the Kings,"9/5/2017, 10:00:00 PM",0,40,0,0,39,rock,rock,24,82,0,82,0,0,0,0,1,4,0,4,4,,,,,,0,0,0,0,0,0,0,9.5 ›‹ 10pm ›‹ $6 21+  Lineup :  10pm    ›››   Sad Baxter 10:45pm   ›››   Peter & the Kings 11:30pm      ›››     Sleeping Bag  //////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\/////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\\\///////////////////////////  Sleeping Bag  Sleeping Bag is going to remind you of something  and you’re going to think it’s something specific. But the thing is  so is the person next to you  and what they think of is going to be way different than the thing that you’re thinking of. The reason is  Sleeping Bag makes good use of a lot of familiar sounds and tools to those of us who got lost in the indie rock of the mid-late ’90s. But  Sleeping Bag is not a throwback outfit. They might be using techniques and colors from a palate we’re used to  but Sleeping Bag is very modern. Very Nowtro. What they’ve captured here is a familiar feeling  a sensation  and nobody does it better.  Sad Baxter  Heavy pop sludge in Nashville  TN brought to you by a pair o best friends that bicker like people who have been around each other for far too long holy heck  Peter and the Kings  Peter & the Kings are a futuristic Smog  the enigmatic vocal malaise of the titular front man strangely erotic like the ticks of Bill Callahan.,
Spellbound Darkwave DJ Dance Night at Pioneer: Aug/Sept Edition,"9/2/2017, 10:30:00 PM",1,269,179,0,269,"electronic, spellbound",electronic,92,224,0,224,,,,,,,,,,,,,,,,,,,,,,Indy CD & Vinyl and Jagermeister Present SPELLBOUND A new DJ dance night dedicated to Darkwave  Dark Alternative  Goth  Punk  80s  Witch House  Blog House  and Doom music with your hosts A Squared Industries with guest DJs Jin-XS and Duchess (Alexander Vincent Knight) At Pioneer in Fountain Square on a special date: Saturday September 2nd at 10:30pm 21+ with valid ID  cover is only $5.00 Dark times with dark people. #SpellboundIndy   Spellbound is on the last Saturday of each month EXCEPT in August 2017 - make up date is Saturday September 2nd!,
Obtuse : First Friday edition,"9/1/2017, 10:30:00 PM",1,233,0,0,233,"electronic, free, first friday, obtuse",electronic,37,63,0,63,0,0,0,0,0,3,1,5,3,,,,,,0,0,0,0,0,0,0,OBTUSE : Offbeat DJ dance Nights at Pioneer!  Doing it big for First Friday in September! A Special OBTUSE takeover w/ tv-installations by the #hakkhaus  Sep. 1 FREE ›› 10:30pm 21+  Lineup : Pariah Peels              ›› 10:30 PM duchess & dilettante  ›› 11:00 PM caldwell/tester            ›› 11:45 PM FilterNetwork               ›› 12:30 AM  *w/ D Strange spinning in between/after each*   FilterNetwork (Ben of FLANCH) soundcloud.com/user-770089579  CaldwellTester https://caldwelltester.bandcamp.com/  D Strange https://soundcloud.com/dstrange-estmort  Pariah Peels  Duchess & dilettante http://soundcloud.com/duchess-obtuse http://soundcloud.com/d_i_l_e_t_t_a_n_t_e,
DJ Shaw Shank : Pint Night Spins,"8/30/2017, 10:00:00 PM",0,0,0,0,0,,electronic,7,28,0,28,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,Pint Night's every Wednesday  which means discounted burrs  half off all snacks  and on this special occasion  aural delights as provided by DJ Shaw Shank.  Come on out  grab a pint  and celebrate humpday in style  10pm ~ free  w/ old school video games installed for your entertainment #N64  #PINTNIGHT,
Quiet Hollers // Joshua Powell // Charlie Ballantine Prov. Band,"8/25/2017, 10:30:00 PM",1,30,0,0,30,rock,rock,16,52,0,52,0,0,0,0,1,3,0,7,3,,,,,,0,0,0,0,0,0,0,Excited to bring you a delightfully midwestern lineup of soul-swinging Americana  featuring rising Louisville-Alt-country band Quiet Hollers  a solo performance by Joshua Powell (of Joshua Powell & the Great Train Robbery)  and welcoming Charlie Ballantine back to Indy following the tour for his latest album  Where is My Mind   $5 adv / $7 door August 25th  ›‹  10:30pm 21+  Lineup :   Charlie Ballantine Providence Band Josh Powell Quiet Hollers  QUIET HOLLERS  Quiet Hollers formed in Louisville around the songwriting of singer/guitarist Shadwick Wilde  who originally formed the group with the idea of playing only one show—the CD release of his solo effort  Unforgivable Things  in 2010. The group’s debut  I Am the Morning  followed in 2013. The alt-country styled album was a limited success  spawning a cult following in the US and some international critical praise  allowing the band to continue touring on the DIY circuit  where changes in personnel and taste saw the band exploring territory beyond the genre. Quiet Hollers signed with the indie label SonaBLAST! for their third album  Amen Breaks. The album draws parallels between the modern entertainment landscape and the cultural crossover of the 1970s– another decade marred by division  political corruption  and terrorist bombs. Their shape-shifting palate makes use of orchestral strings and brass  vintage drum-machines and samples (including the Amen Break  the most sampled piece of music in history). Amen Breaks explores themes of spirituality  sexuality  and mental illness. http://www.quiethollers.com/#home-section  JOSHUA POWELL (of Joshua Powell & the Great Train Robbery) Over the years  Powell has carved out a niche in his new home by setting his hyper-literate lyrics to broad swaths of psych-folk and shedding the vocal affectations of a varied past. As Powell and his transiently shifting backing band have extrapolated this sound  they have played over 400 shows  opened for such national acts as Mike Mains & the Branches  Seabird  and The Soil & the Sun  and played festivals like Indy Folk Fest (IN)  Starry Night (IN ) Midpoint Music Fest (OH)  and Lincoln Calling (NE). When Powell’s not sweet-talking the interstate  he can be found at the local dive bar reading Hesse or Brautigan and scribbling potential poems. http://joshuapowellmusic.com/  CHARLIE BALLANTINE PROVIDENCE BAND Charlie Ballantine has been making waves in the Indianapolis music scene for years. Earning a reputation as one of the best jazz guitarists in the city as well as producing quite a few well received and critically acclaimed records that merge folk sensibilities with virtuosic ability. Adjacently  the Providence Band takes a step away from the roots-rock-inspired jams of Charlie's self-titled project and delves instead into the world of psychedelic textures and melodic grooves.,
JohnSongs & Funkhouser Present : Amplified › Day 2,"8/23/2017, 10:00:00 PM",0,12,0,0,12,classical,other,16,45,0,45,0,0,0,0,1,4,0,5,4,,,,,,0,0,0,0,0,0,0,***DAY 2***  JohnSongs & Funkhouser present :                    AMPLIFIED 2 nights of explosive chamber music at Pioneer Indy  We're teaming up with JohnSongs and Rob Funkhouser to put on a two night extravaganza of amped up compositional experimentation! $7 each night   ‹ OR › $10 for both nights      Tix links here :::  http://bit.ly/2ubCCpH  *Day 2* : Wednesday August 23rd  › doors at 9pm  › show at 10pm Forward Motion (Indy Classical)   & Ensemble Amp performs Michael Gordon’s epic electric guitar quartet  Amplified   ///////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\///////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\//////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\\\  *Day 1* : JohnSongs & Funkhouser Present : Amplified › Day 1 August 22nd  › doors at 9pm  › show at 10pm Derek Johnson (solo electric guitar) Marateck (hyper composed avant-rock) Eliot Bigger (math rock),
JohnSongs & Funkhouser Present : Amplified › Day 1,"8/22/2017, 10:00:00 PM",0,0,0,0,0,,other,25,69,0,69,0,0,0,0,1,3,0,4,3,,,,,,0,0,0,0,0,0,0,***DAY 1***  JohnSongs & Funkhouser present :                    AMPLIFIED 2 nights of explosive chamber music at Pioneer Indy  We're teaming up with JohnSongs and Rob Funkhouser to put on a two night extravaganza of amped up compositional experimentation! $7 each night   ‹ OR › $10 for both nights      Tix links here :::  http://bit.ly/2gLjPNo  *Day 1 : August 22nd  › doors at 9pm  › show at 10pm Derek Johnson (solo electric guitar) Marateck (hyper composed avant-rock) Eliot Bigger (math rock)   ///////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\///////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\//////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\\\  *Day 2* : JohnSongs & Funkhouser Present : Amplified › Day 2 Wednesday August 23rd  › doors at 9pm  › show at 10pm Forward Motion (Indy Classical)   & Ensemble Amp performs Michael Gordon’s epic electric guitar quartet  Amplified,
Chives // Dope Sweater // Uppers,"8/19/2017, 10:30:00 PM",1,0,0,0,0,,rock,39,48,0,48,0,0,0,0,0,2,0,2,2,,,,,,0,0,0,0,0,0,0,Rip it up.  8.19 10:30pm ›‹ $5 21+  Chives Slasher Pop  Kraut-rock https://chivess.bandcamp.com/album/porcelain  Dope Sweater Garage Punk from Terre Haute https://dopesweater.bandcamp.com/album/peer-pressure-dope-sweater-bad-fiction-split-ep  Uppers Post-hardcore gristle served fast and cold on a platter.,
Friday Gen Con Indianapolis Afterparty Dance RAVE Against the MA,"8/18/2017, 10:30:00 PM",1,71,0,0,71,"electronic, after party",electronic,44,149,0,149,,,,,,,,,,,,,,,,,,,,,,Welcome Gen Con to Indianapolis 2017. For fans of dark electro  ebm  noise  techno aka INDUSTRIAL DANCE join us Friday  August 18 at Pioneer Nightclub @ 1110 S. Shelby St  Indianapolis(approx 1.5 miles from the Convention Center). The club is in beautiful Fountain Square and offers an uncongested enviornment  easy parking  and the venue boasts a wonderful menu if you would like to eat first. From 10:30PM to 2:30AM we will be serving industrial dance in the main room with a wooden dancefloor and mega sound. DJ Sprite and Licious from Chicago's Nexus 6 (and also hopefully Gremlin too) and also DJ Copper Top from Indianapolis. A full bar and a beautiful beer garden complete the enviornment for your visit with plenty of nooks to game in  including large tables in the well lit garden. We will have Crayola and Co. spinning poi and fire in the garden and out back for your sensory pleasure. $5 cover.,
Chase Blackburn Trio,"8/18/2017, 7:00:00 PM",1,0,0,0,0,,other,6,25,0,25,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,August 18th 7pm to 9:30pm  Free Show  The Chase Blackburn Trio is coming to Pioneer on March 10th  playing a smooth amalgmation of jazz  blues  and original compositions. Joining him is Kevin Hood on drums  and Roger Osburn on bass.   The show will run through the end of dinner service. Reservations for dine-in available as normal.,
Obtuse :: Talisman // Duchess b2b dilettante,"8/17/2017, 10:30:00 PM",0,65,0,0,65,"electronic, free, obtuse, dance",electronic,14,41,0,41,0,0,0,0,1,1,0,1,1,,,,,,0,0,0,0,0,0,0,London  Chicago  Detroit  Berlin  New York vibes all around. Wot U Call It? Proper dancefloor riddims all night.   8.17  // 10:30pm // 21+ FREE SHOW  Talissman https://soundcloud.com/talisman00666  Duchess  http://soundcloud.com/duchess-obtuse  dilettante http://soundcloud.com/d_i_l_e_t_t_a_n_t_e   Obtuse : Offbeat Dance Nights at Pioneer are curated by in-house spin doctors  d u c h e s s  and dilettante  Obtuse occurs every Thursday  sifting deep within the region's electronic music undercurrent to bring you dance nights of varying degrees of the avant and the auspicious  from footwork to grime to dub.,
Midweek Mashup : Pioneer Presents Hood Smoke,"8/16/2017, 6:00:00 PM",0,0,0,0,0,,rock,5,29,0,29,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,Midweek Mashup: Presented by Comcast Business & Nottingham Reality. in the Fountain Square Plaza!  ~ August 16th ~  All Ages Free  6 to 9pm  Midweek Mashup is a weekly Summer concert series put on by the Fountain Square Merchant's Association. A group of venues in the area are taking turns bringing some talent to the Fountain Square Plaza!  This week Pioneer is proud to bring you Hood Smoke (Chicago) Indie funk rock for the mind  heart  and booty. http://hood-smoke.com/,
Sweet Poison Victim // DJ Kyle Long // DAM!,"8/12/2017, 11:00:00 PM",1,146,0,0,146,"rock, spv",electronic,34,139,0,139,0,0,0,0,0,1,0,1,1,,,,,,0,0,0,0,0,0,0,SPV's coming back in August! w/ non-stop dance-beats provided by DJ Kyle Long before  after  and in between the bands.  8.12 11pm ›‹ $7 ›› Pioneer Indy 21+  Lineup :  DAM!  ›››  10:45pm Sweet Poison Victim  ›››  11:45pm  ***DJ Kyle Long to spin before  in-between  and after the bands***  SWEET POISON VICTIM https://sweetpoisonvictim.bandcamp.com/  DAM! Hip hop grooves in live mixtape fashion brought to you by Devon Ashley (Drums)  Mike Graves (beats)  and Reggie Bishop (Keys),
Carrington Clinton Trio,"8/11/2017, 8:30:00 PM",1,0,0,0,0,,other,3,56,0,56,0,0,0,0,0,1,0,1,1,,,,,,0,0,0,0,0,0,0,August 11th 8:30pm-11pm free  Carrington Clinton  known locally for his contributions to the Indianapolis Jazz community as well as for his project Clint Breeze  is bringing a jazz trio to Pioneer. Grab a drink and a snack and enjoy the good vibes. ;)  Lineup TBA  Show to run through the end of dinner service.  Reservations for dine-in available as usual.  *pic by Joey Smith,
Kevin Krauter // Crescent Ulmer // Hales Corner,"8/10/2017, 10:30:00 PM",0,55,0,0,55,rock,rock,48,98,0,98,0,1,0,0,1,2,1,2,2,,,,,,0,0,0,0,0,0,0,8.10 10:30pm ›› $7 21+  10:30pm  ›››  Hales Corner 11:15pm    ›››   Crescent Ulmer 12:00am      ›››    Kevin Krauter   ///////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\/////////////////////////////  Kevin Krauter (of Hoops) Last year  Indiana based songwriter Kevin Krauter recorded his debut EP while attending school in Muncie. The songs were a collection of old demos thrown together into a six-song EP for a friend's semester project. A year later  the same friend approached Krauter with the idea for another six-song project. This time  Krauter had been writing new songs over the past year with the intention of releasing them together on an album. What resulted is a cohesive collection of songs that range from a multitude of influences from bossa nova to Americana. Each song is born from a different emotional/personal background  but they each follow a theme of change and growth. Using his solo work as an outlet for non-Hoops material  Changes is Krauter’s first attempt at writing and recording a set of songs that flow together thematically while maintaining their own distinctive sound and feeling. Changes is out December 2nd on Winspear & Warm Ratio. https://kevinkrauter.bandcamp.com/  Crescent Ulmer Singer-songwriter based out of Indiana. Her most recent album Creature Comforts dropped in April 2014 and you can find it at https://crescentulmer.bandcamp.com/  Hales Corner Dusty Sunshine Rock https://halescorner.bandcamp.com/,
Duchess // GNZ : Pint Night Spins,"8/9/2017, 10:00:00 PM",0,0,0,0,0,,electronic,7,20,0,20,0,0,0,0,2,3,0,6,3,,,,,,0,0,0,0,0,0,0,Pint Night's every Wednesday  which means discounted burrs  half off all snacks  and on this special occasion  aural delights as provided by OBTUSE DJs duchess and GNZ.  Come on out  grab a pint  and celebrate humpday in style  10pm ~ free  w/ old school video games installed for your entertainment,
Cosgrove : lounge night,"8/5/2017, 8:30:00 PM",1,0,0,0,0,,other,9,33,0,33,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,August 5th 8:30pm - 11pm Free Show  Hailing from Indianapolis Cosgrove is a multi-piece progressive Jazz group with tinges of funk  and a strong emphasis on modality  yet remains rooted in the traditional swing  and bebop styles.  Releasing their debut EP Open Windows in early 2016  Cosgrove has gone on to share the stage with Rob Dixon and Trilogy  Everret Greene  Steven Jones  and many other Indianapolis legends. In May of 2017 They released their First LP Volume 1. featuring original compositions by band leader Sean Hannigan.   The show will run through the end of dinner service. Reservations for dine-in available as normal.,
New Wave Collective Evan Grey Old Joy Dose Pariah Peels,"8/4/2017, 10:30:00 PM",1,183,0,0,183,"hiphop, first friday, free",hiphop,37,58,0,58,0,0,0,0,1,5,0,10,5,,,,,,0,0,0,0,0,0,0,Gotta rager planned for First Friday in August! We're bringing in a variety of talent from all across the Midwest for this one ~~~ plus SwankAccount will have a booth installed to sell apparel & merch! (http://swankaccount.com/)  8.4  FREE ››› 10:30pm 21+  Lineup :  Pariah Peels 10:30 - 10:50  Evan Grey 11:00 - 11:20  Old Joy 11:30 - 11:50  Dosè 11:55 - 12:15  New Wave Collective 12:20 - 12:50   ///////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\//////////////////////////  New Wave Collective Indy Hip Hop Collective feat. Don Chambers  Fre$co  and J-Ice https://newwavecollective.bandcamp.com/  Old Joy Scum Pop out of Chicago https://oldjoychicago.bandcamp.com/  Evan Grey hip-hop artist  fashion designer  and visual artist http://soundcloud.com/3van6rey  Pariah Peels https://soundcloud.com/zechariah-baumhover/pariah-peels-orange-st  Dośe  Rapper  Actor  and Visual Artist  https://soundcloud.com/dose_317,
Obtuse :: Mechanics // FilterNetwork,"8/3/2017, 10:30:00 PM",0,48,0,0,48,"electronic, free, obtuse",electronic,23,26,0,26,0,0,0,0,0,1,0,2,1,,,,,,0,0,0,0,0,0,0,Mechanics      ›››   10:30pm  FilterNetwork       ›››   11:30pm soundcloud.com/user-770089579  ***Get lit***  London  Chicago  Detroit  Berlin  New York vibes all around. Wot U Call It? Proper dancefloor riddims all night.   8.3 // 10:30pm \\ 21+  FREE SHOW  Obtuse : Offbeat Dance Nights at Pioneer are curated by in-house spin doctors d u c h e s s and dilettante. Obtuse occurs every Thursday  sifting deep within the region's electronic music undercurrent to bring you dance nights of varying degrees of the avant and the auspicious  from footwork to grime to dub.  https://www.facebook.com/ObtuseIndy/?fref=ts,
Clint Breeze & the Groove / the iLLPHONiCs,"8/2/2017, 10:00:00 PM",0,66,0,0,66,hiphop,hiphop,51,112,0,112,1,0,0,0,2,3,1,2,2,,,,,,0,0,0,0,0,0,0,Clint Breeze is bringing the Groove back to Pioneer  this time on Pint Night! They'll be joined by the Illphonics (St Louis) and Indy's New Wave Collective for a banging mid-week jam  Aug. 2 // 10pm // $7 21+  Lineup :  10:30pm   ›››   the iLLPHONiCS 11:30pm         ›››    Clint Breeze & the Groove  /////////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\/////////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\/////////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\  Clint Breeze & the Groove  Clint Breeze is the brain child of Indianapolis native and hip-hop producer Carrington Clinton. With Jazz and Soul influenced sounds  Heavy drum compositions and with a balance of raw and catchy rhythm and melody  Clint Breeze makes music for the soul. http://www.clintbreeze.com/   The iLLPHONiCS   Since its early days back in 2006  when the iLLPHONiCS was working out of the recording studio at Webster University  the group has shaped and molded its style into the well-polished hybrid genre that its members now call  hip-hop fusion.  While the iLLPHONiCS may lean on a variety of different musical influences from track to track  it does so without compromising a distinctive sound; the group's funkadelic basslines and soaring guitars are anchored unremittingly by lead-man Larry  Fallout  Morris' melodic  staccato rhyme-spitting.    -Calvin Cox  Riverfront Times https://www.illphonics.net/,
Spellbound Darkwave DJ night at Pioneer: July 2017 Edition,"7/29/2017, 10:30:00 PM",1,246,0,0,246,"spellbound, electronic",electronic,104,227,0,227,,,,,,,,,,,,,,,,,,,,,,Indy CD & Vinyl and Jagermeister present SPELLBOUND A darkwave / goth / dark alternative / retro / 80s / bloghouse DJ dance night at Pioneer Indy in Fountain Square! Dance your corpse paint off with your hosts Andy & Annie of A-Squared Industries and DJ Evil Twin July 2017 guest: duchess  Dark Times For Dark People - only a $5 cover | 21+ with valid ID #SpellboundIndy Jägermeister Pioneer Indy Indy CD & Vinyl A Squared Industries A Squared Industries,
Charlie Ballantine (solo),"7/28/2017, 8:30:00 PM",1,0,0,0,0,,other,2,36,0,36,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,Charlie Ballantine 7.28 ~ 8:30-11pm Free Show  Named Indianapolis'  Best Jazz Musician  of 2015 by NUVO Magazine  Charlie Ballantine  is a professional guitarist who performs regularly around the midwest. Charlie has been a featured artist at notable events such as the Penrod Art Festival and The Indianapolis Jazz Festival and is a frequent performer at renowned jazz clubs such as The Jazz Kitchen and The Chatterbox.  He also holds a degree in jazz studies from Indiana University where he studied under Corey Christiansen  David Baker  and many others. His music stems from the traditions of folk  jazz  and blues music with influences such as Bill Frisell  John Scofield  Wes Montgomery  and Jimi Hendrix.                                                                                          - http://www.charlieballantine.com/bio  The show will run through the end of dinner service. Reservations for dine-in available as normal.,
"Obtuse :: v1984, Shirtless, and Noelsferatu","7/27/2017, 10:30:00 PM",0,22,0,0,22,"obtuse, electronic, free, dance",electronic,45,49,0,49,0,0,0,0,2,4,0,5,4,,,,,,0,0,0,0,0,0,0,We have a special installation of OBTUSE : offbeat dance nights at Pioneer  coming up in July.  We're bringing the BUILD crew out of Columbus  OH in to spin some beats for your listening pleasure.   7.27 $5 adv // $7 door 21+  Lineup : v1984 Shirtless Noelsferatu duchess dilettante DJ LIttle Town   BUILD https://soundcloud.com/buildcrew  v1984 https://soundcloud.com/v1984  Shirtless https://soundcloud.com/shirtlessss  Noelsferatu https://soundcloud.com/noelsferatu  duchess https://soundcloud.com/duchess-obtuse  dilettante https://soundcloud.com/d_i_l_e_t_t_a_n_t_e,
Louie Louie // ByBye // Wife Patrol,"7/22/2017, 11:00:00 PM",1,62,0,0,62,Rock,rock,32,144,0,144,0,1,0,0,0,1,1,2,1,,,,,,0,0,0,0,0,0,0,~ eclecto-pop  rock n roll  post-soul ~  7.22 11pm ›› $5 21+  Lineup :  11pm   ›››    Wife Patrol 11:45pm   ›››    Louie Louie  12:30am       ›››    ByBye  Louie Louie Louie Louie is not a revivalist band. On stage they might toss out grooves reminiscent of Little Richard and Chuck Berry  exude the unsympathetic amplitude of The Ramones and Jimi Hendrix  and hit a swing as melodically addictive as Martha and the Vandellas  but defining their sound solely with comparisons to artists long-lamented would be painfully short-sighted. Their raw energy on stage has been described as cacophonous and untoward  a fresh breath of air in a seemingly old package. Creating a space that is both emotionally cathartic as well as danceable  Louie Louie is the contemporary answer to the aging of sounds we love. https://louielouieinc.bandcamp.com/  BYBYE Electronic/Experimental/Soul https://bybye.bandcamp.com/  Wife Patrol Indianapolis  Indiana alt-rock trio Wife Patrol features Greg O’Neill (guitar  vocals)  Natasha O’Neill (drums  vocals)  and Nicole O’Neal (bass  vocals). Sifting through their influences of 90’s grunge and alt-rock  80’s metal  and a few pop guilty pleasures  Wife Patrol makes music that is heavy and melodic  with a hint of punk. They also all have the same last name ... sort of.    https://wifepatrol.bandcamp.com/   http://www.pioneerindy.com/events-calendar/?view=calendar&month=June-2017,
Midweek Mashup : Pioneer Presents Silly Safaris Live Animal Show,"7/19/2017, 6:00:00 PM",0,0,0,0,0,,other,20,35,0,35,0,0,0,0,1,3,0,3,3,,,,,,0,0,0,0,0,0,0,Midweek Mashup: Presented by Comcast Business & Nottingham Reality. in the Fountain Square Plaza! All Ages Free   Midweek Mashup is a weekly Summer concert series put on by the Fountain Square Merchant's Association. A group of venues in the area are taking turns bringing some talent to the Fountain Square Plaza!  This week Pioneer is proud to bring you Silly Safaris Shows Inc w/ Amazon John!  Silly Safaris is the leading provider of LIVE animal conservation education in Indiana providing over 3 000 conservation inspiring live animal shows every year throughout the United States of America.  The Silly Safaris mission is to create positive human animal interactions that inspire responsible pet ownership and wild animal conservation.  A Silly Safaris LIVE Animal show is the perfect blend of fact and fun for all ages! Silly Safaris keeps the entire audience involved. Special guests from the audience join each animal for a game that teaches about the natural world. You’ll see a variety of reptiles  mammals  birds and bugs for an experience everyone will remember. Teachers and Families love Silly Safaris  teens enjoy our hip cultural references  and adults try to catch our comedy! http://sillysafaris.com/,
Vess Ruhtenberg // The Icks // Miracle Sweepstakes,"7/15/2017, 10:30:00 PM",1,37,0,0,37,Rock,rock,27,94,0,94,0,0,0,0,0,1,0,1,1,,,,,,0,0,0,0,0,0,0,7.15.17 10:30pm  $7  ›››››‹‹‹‹‹  21+ #rocknroll  Lineup : 10:30pm ~ Vess Ruhtenberg 11:30pm ~ Miracle Sweepstakes 12:15am ~ The Icks  //////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\//////////////////////////////  Vess Ruhtenberg  https://www.facebook.com/vessruhtenberg/   Miracle Sweepstakes  Ripping retrocore in the stylings of johnny marr  80s king crimson  and the zombies ~from New York  https://miraclesweepstakes.bandcamp.com/  The Icks https://theicks.bandcamp.com/,
Obtuse :: Levante // duchess // dilettante,"7/13/2017, 10:30:00 PM",0,58,0,0,58,"obtuse, electronic, free, dance",,43,39,0,39,0,0,0,0,0,2,1,2,2,,,,,,0,0,0,0,0,0,0,Levante ---- 12:30am duchess ---- 11:30pm dilettante ---- 10:30pm  set times are subject to change ❤️  7.13 // 10pm \\ 21+  FREE SHOW  Obtuse : Offbeat Dance Nights at Pioneer are curated by in-house spin doctors d u c h e s s and dilettante. Obtuse occurs every Thursday  sifting deep within the region's electronic music undercurrent to bring you dance nights of varying degrees of the avant and the auspicious  from footwork to grime to dub.  https://www.facebook.com/ObtuseIndy/?fref=ts,
False Ragu : *Ladies Night*,"7/12/2017, 10:00:00 PM",0,0,0,0,0,,other,9,23,0,23,0,0,0,0,0,1,0,2,1,,,,,,0,0,0,0,0,0,0,Femininity is a very hard word to say.  Hopefully our all female lineup will be able to help us pronounce it  and more fairer sex vocabulary Wednesday July 12th 10:00 P.M   False Ragu *round 2* : A wily dive into the depths of femininity  July 12th ›› Wednesday 10PM 21+  W/ Special Guests : Local Hair Stylist/bartender Gabrielle Hatfield Chef Abbi Merriss of Bluebeard  Plus! ---- a review of the major motion picture super - heroine blockbuster Wonder Woman  a special for-ladies-only edition of  Hot or Not   vape clouds!  drums!  comedic conversation!  loud noises!  frozen daiquiris!  stuff flying in the air!,
